sha,category,timestamp,family
07fe4f0251cdc86171584d634bf14780f194561e0b9198e5342dd8d37097e54f,worm,2019-08-30 07:52:24+00:00,ganelp
645e62ec78d98643f8f1f44a2720edff160ebecb339d483caf0466fc626a1eed,worm,2019-08-31 22:08:07+00:00,ganelp
02ced4653600de405c3aa821a9f576d8a3b902e05106834271fb9026e1c57469,worm,2019-09-02 23:01:25+00:00,ganelp
d491cb62de8d430afe7f3660df021f25b2512a3604ed4a3ed9fa8417b9e7a83a,worm,2019-09-03 19:28:22+00:00,ganelp
e3c3e24e39f42ce6195873c4f49e93f32226497b414afd42b88a3b6822680080,worm,2019-09-03 19:29:26+00:00,ganelp
a6f2aea786d140aab2fe267240f53b0fd07b9db2517a6f2a5d4bb31e5c62d301,worm,2019-09-05 22:13:16+00:00,ganelp
c61e279ad9a9cf1af0c02a0fb26566f93d1efc074759a470acdc0f2570262df8,worm,2019-09-09 22:24:33+00:00,ganelp
362283b068683004c2bb51cec0bec9715f66bf453034cde42a70a95c8431304a,worm,2019-09-16 23:43:24+00:00,ganelp
cae72f38fb3db97aa41ebd1b628933756c0ac25ef6a047d4927a5ebe9c3c9993,worm,2019-09-17 21:43:31+00:00,ganelp
d382c3c30776230b290a0745736218f6ef0370b1fd31c4e7821aa41959df68be,worm,2019-09-26 10:19:53+00:00,ganelp
34d2b6efd7b934575d81ffd93aab757603307f213b3107d4df2b4695aabb6d18,worm,2019-09-27 11:54:59+00:00,ganelp
6b16a0472e2a52f580c7954d2055c17303e6af162d484e105906664bc10a9084,worm,2019-10-01 12:03:55+00:00,ganelp
ae249b0d6a8e9440c31a7890888eba7cb6bf3b1db8b5c57691b4c97693484d57,worm,2019-10-01 12:08:34+00:00,ganelp
fe28690917fa939364dfcc804ea47f2b31a9a2409242807c0088fc1b151f2998,worm,2019-10-02 09:51:14+00:00,ganelp
2bad5a4e0289a2df39a1d0648d316e61ea43bed4cf1f42f3a813c87b26ae4a72,worm,2019-10-02 09:55:55+00:00,ganelp
dc306dd1b0f30a6f1af5c49016581409807c43608e54daf14d02f9ac5accb8c3,worm,2019-10-02 10:02:58+00:00,ganelp
b02f4bf023761cf263a4a3da1cec7edef7c6739124d4d6ab39c90862f4e07fbe,worm,2019-10-03 11:24:07+00:00,ganelp
aea617cb91ec457a3b79f69eb451b40fd0a64bd4941590f34117d3eaa441881a,worm,2019-10-03 11:31:19+00:00,ganelp
294ff87c0520739a21b7b407788f7e41e407b69ad51ac647c1b0ec9a3075609f,worm,2019-10-05 10:22:42+00:00,ganelp
3a274414a9ed0eaa4006bf39a88a903e0690aad08c9953684d20aac7ff8a7972,worm,2019-10-05 10:58:18+00:00,ganelp
d703c89d330802b3ab01983d81966dbacf6865c8e6b76c2f17d5c202d73fc39c,worm,2019-10-07 12:51:25+00:00,ganelp
c7ae37b02408056cc510f7d8f0bda9db0c15cd47bda5fa37c5c42bbf675cc916,worm,2019-10-18 10:34:25+00:00,ganelp
8217ccf75914fa439f25c255c6d3c915cb7b76646aaa7786bed0c6832ccb0a7e,worm,2019-10-21 10:59:48+00:00,ganelp
b9762abf8bfeccffeff1f1cde59c86425fd666d2702f57a8c832bb47bc866152,worm,2019-10-21 12:48:05+00:00,ganelp
1a34007f09e9f70649e1710f3bd9c5897aaf6ec05c2a022b4bb360871312298b,worm,2019-11-23 22:00:10+00:00,ganelp
7fb32ae049b4a0ba83678898bc8dd2fbe14e2cc58fec6b7d99c5d8081ab14186,worm,2019-11-27 22:01:07+00:00,ganelp
638506d5ccf35675628194e12ca13fb90df34e184849926c3649e0d153a30729,worm,2019-11-28 22:02:43+00:00,ganelp
105c1f573bbbab83333ddefd2ce36271f8f48e0ca23c792d0ffc9b682b61559c,worm,2020-01-05 22:01:38+00:00,ganelp
a246e051ef4d2584ab8366d31899f752ef9aeef3b22c98d93302e710fb6679c2,worm,2020-01-06 22:00:44+00:00,ganelp
1038d725d097044dcca222a83f62b46162ce55bce46b849053a891590e814a0f,worm,2020-01-06 22:00:51+00:00,ganelp
64cf4d315a855336b23b3bd1475e9482af533872b47a8fef29b41a2a7b736f53,worm,2020-01-06 22:01:27+00:00,ganelp
ae195ec904782374124039d4c9d6b8d27ee17a51d4656d856923b43df7c51b78,worm,2020-01-06 22:02:02+00:00,ganelp
57985d6e0d88bcecaf622c2df5d52eaa3bab6885877c4ff89a69e918c78c792a,worm,2020-01-07 22:01:34+00:00,ganelp
d4afc1f914cb28375f13ac08439bce82a81d2403fe957c90840079c07671e122,worm,2020-01-07 22:01:36+00:00,ganelp
7a082d21d121d5faa746c04b4c334379cc22019ec5550d00977b02fc774fe560,worm,2020-01-07 22:01:48+00:00,ganelp
a9c2321b73cf5ddbab4e59cf0e157a3b8ca27d6192f6f11f7240f5afec844ae7,worm,2020-01-07 22:01:49+00:00,ganelp
85a4ee4930fb2e646cd60e7e522eba291e45d6bfae838e4ba93abc8e791c292c,worm,2020-01-09 22:01:08+00:00,ganelp
dd7831133e04b504d4d48fe915d523d3ee176bf2c128d23e32a5cd8631e588e8,worm,2020-01-10 22:00:41+00:00,ganelp
bdb3fefba76b6402b83cc99f2036de6dea902c9ace39befae0ed10ad1506225e,worm,2020-01-31 21:53:32+00:00,ganelp
8a5154a7e9c184500fc9db40fe695f7db027f3ed933192edad5b43438c194db9,worm,2020-01-31 21:55:01+00:00,ganelp
75f0b27b447a374e53ec8365c6050d482dab1ed51045d9eb23933c0cdaab69d4,worm,2020-01-31 21:55:53+00:00,ganelp
2c60d137e8f59403849fd39ef64273faa87111150a135cc0d659dd4a6565d7d1,worm,2020-01-31 21:55:56+00:00,ganelp
513f7e50857ba5e9b0d0a4fcc5b9c97ad6e81e56bbb08e757f5a95754bbfe8c0,worm,2020-01-31 21:56:13+00:00,ganelp
