sha,category,timestamp,family
18aec586f38f55371b78362a023e46b2718498c73dd3f4dcedf41671182be92e,trojan,2019-08-29 12:01:23+00:00,upatre
3895af09a0958760b2ee9c3c0d3e1b9b77e7ea14ec67664317055e42020fc9cc,trojan,2019-08-29 12:05:33+00:00,upatre
3da6e7ca00cc522d59cc37e8594707ef621d4126513e27a921cb8effcc69b6d6,downloader,2019-08-30 05:51:51+00:00,upatre
c307a7762861bc5857917e93631304fd602188a9b2b2502616f94d4ccf65ee32,trojan,2019-08-30 06:01:17+00:00,upatre
9943e1adf139d7b89163b6148e9bc84396756f87ba27f290249850d30be7b01c,trojan,2019-08-30 06:02:30+00:00,upatre
61b9ace9061cce8894a89ef667c60f8635aad6c9c1c87b1f6f5a142c4f81f80a,trojan,2019-08-30 06:18:35+00:00,upatre
de6d9b7665693a5c9acdb8bf0f4eee44a78cb49756f534c4935801962c7ecf91,trojan,2019-08-30 07:13:15+00:00,upatre
e51ccc5bace1c2be8d8ecb2e7d6a7bf81e08f7f1cc9f580f6a6f5488e9106d75,trojan,2019-08-30 07:33:25+00:00,upatre
e222c511b39ea4fe41bc0fe28c153685eb4ffab92247d0a1a1865c7cd7440694,downloader,2019-08-30 07:33:42+00:00,upatre
63cad159a7322ca55c9c2321623d45af64b30b3bc09cbb63dc3cd8749f02ab60,downloader,2019-08-30 07:41:15+00:00,upatre
d237fb4748740a84f234c77a4ef839073200d34805844da802f2db3fa3be42eb,trojan,2019-08-30 07:43:07+00:00,upatre
e76d7a952b71ace61ae8d7659047dcd3174caea8fb0a032bcd8a5386b5105095,trojan,2019-08-30 22:06:34+00:00,upatre
ce2ac330c2b4cf6cd34bd4e26d84c73b49316eecd192abc3f015ca3839119945,trojan,2019-08-30 22:10:59+00:00,upatre
525a7487ba9ceac30829b1142e046fe3ecd0601a3aec55b3aaafdec078b032b9,trojan,2019-08-30 22:18:52+00:00,upatre
c8a945c8b4391113239afe0acec93802a1929bc5a9b9485397fe05ccbb2d1878,trojan,2019-08-30 23:07:32+00:00,upatre
1852f61602f2874224b15572af840c4538cbba51bafe6bd22952ba8177c8b452,trojan,2019-08-30 23:08:24+00:00,upatre
17d000fa7d94e08e995609e6ef335f7d9e436101f41057aa1e6ea48e4bd7f6b6,trojan,2019-09-02 22:04:53+00:00,upatre
677223087410607ec2c39fc69c9d3f8223c5dae1f8b4130e05e26d35c0194270,trojan,2019-09-02 22:05:32+00:00,upatre
d629fdc8828e7bca78b76547cbc1b97c8df76425771081bbb390dd9504cfb004,trojan,2019-09-02 22:22:00+00:00,upatre
58911c2ded36cf52a269bd8c2280e6fb3067352b2b174b78e6044c284cd17c28,trojan,2019-09-02 22:36:16+00:00,upatre
10caf0e8ca6e58dd31ac4903462e524116962cb98c1cdb0184df1c1b5a40abf2,trojan,2019-09-03 23:21:14+00:00,upatre
809146538e0faee97a4dc0b7ca6e73c5f199229abee222c568f58a4f6dff9f18,trojan,2019-09-05 22:10:26+00:00,upatre
9488b527574b6e3bc0e5e573128c9142ab4f6e9e06f287537aa812408fd2386b,downloader,2019-09-05 22:11:56+00:00,upatre
22b4fd3c3ec1130beaffd131a3c9cc752a78981d205e1aab19bccc88ffc12359,trojan,2019-09-05 22:49:13+00:00,upatre
92d15275d2a9bfb8709be5b53637a2ac7b79fe386cf1fa1035dcf252a7ee1bb6,trojan,2019-09-05 23:37:23+00:00,upatre
a402dbb95f4c77b0fa73d16dbbc59a92a9e654f2e8504bfebad9b73edcbf958c,trojan,2019-09-07 22:44:31+00:00,upatre
b664cbb5c5f84764bcc31c4cf8480fc9baca8762481b2c61a9b36ec6b895305a,trojan,2019-09-10 22:40:02+00:00,upatre
72380c2586d3c971f807a6f5c140805507e0407ad7e47f3a227046c7f6ee2db3,downloader,2019-09-10 23:52:19+00:00,upatre
f779ca664b5149c1dbd0b234faa0e2087f2fb6cbeeb079d602d3c607764b832e,trojan,2019-09-10 23:59:11+00:00,upatre
683420b850b53cead8d36db0ec10436f4c4c7a1589a7050dc0419cbcbe18dbf2,trojan,2019-09-11 21:05:22+00:00,upatre
996b4372ef87cab6f39be161b6c7c19453fbfb4252fb974c51c576972d848929,trojan,2019-09-11 21:12:54+00:00,upatre
41c9120107083eb32324b2b020576825345e275ec66287866a8e6f79a3feb5a5,trojan,2019-09-11 21:26:25+00:00,upatre
a1336b97de7a1be5a298784a5765c4e796b999ec3416a40f010ec77ebb73a296,trojan,2019-09-11 21:41:42+00:00,upatre
280d1b1b9b90edf116044c0dad1e052a59611f5e8b5db9fd169f28124a08f113,trojan,2019-09-11 21:50:33+00:00,upatre
6a998d38218d8269e2067509eef5feac5bc3e2b9f4ba35b748506f016fabdf2e,trojan,2019-09-11 22:04:37+00:00,upatre
adc869d36845e7d0e703f365ed7fbd13d47ecae51ffec0d4b10bb4f9a464b0e7,downloader,2019-09-11 22:13:04+00:00,upatre
eb95f5daa038d7eda1fa87c315f7098ec02198efe835d8faed3111d1aac74343,trojan,2019-09-11 22:45:08+00:00,upatre
723ec487b8478f6e9c9b88a35cab998d35082385161260c4bdf05d25362d81b7,trojan,2019-09-12 23:42:01+00:00,upatre
f4a50b13e45573e9d10c11dfcd227d8610e9c1d6c0d02af2b9aa5c5e53899bb1,trojan,2019-10-01 09:41:59+00:00,upatre
40852bcacf42653628177135ede6598ef8e04717d4482e7ecc025a22a905b107,trojan,2019-10-01 09:45:22+00:00,upatre
e4cc0afb098a709f28668aae2e5dd05669f415ac7a9e59a39f653a4f2ac7d6df,trojan,2019-10-01 09:51:15+00:00,upatre
d9eb5231d28ad792fb0aacc31d2544c3b4f03aaa35abfda55e4dc12b15533cad,trojan,2019-10-01 10:16:12+00:00,upatre
6bad55fa671e5090d03f38b92e9ce6d2aea2d5bd7455b0c606758ffbb02f4351,trojan,2019-10-01 10:16:43+00:00,upatre
c479f437ba66bab3b56ee578615de296d84ccfad548023c62d96fbe206ea3bb4,trojan,2019-10-02 11:54:15+00:00,upatre
c7d14dd596713356d297a19f314159a2e166c110b34fc744a3cadb066ba5c63c,trojan,2019-10-02 11:58:47+00:00,upatre
cca5fd90edb5c6a34a5a23f99e991217719d2980030fbc89c923281fa69f6cca,trojan,2019-10-03 10:50:34+00:00,upatre
e910f17f86f947060ff9e1ce89f8f4dbda7c806290096585da72410fab8e0d89,trojan,2019-10-03 10:52:46+00:00,upatre
029e6462b75409e7fe5d04c6bd4ada6d8cb8783e8f3c995569821db6dfa9b162,trojan,2019-10-03 10:55:02+00:00,upatre
8357327ee333157c7d70da2396ab8f9f6d4bb88f14703ed0ebedf27b55a74a06,trojan,2019-10-04 09:49:58+00:00,upatre
b1b02cbc5137423473084cd05bf047b5f6e2d8fe6336fd2fd28fb69039cdbfad,trojan,2019-10-05 11:45:21+00:00,upatre
b66448ed6d960486bff4f465b587e69c60a40efb588b2011eea7790650b29e79,downloader,2019-10-05 11:47:25+00:00,upatre
96cc6fab230a6b4faa1b391716f38e39329974bdf1aa22e1b64fb60c5859515f,downloader,2019-10-05 12:15:06+00:00,upatre
427576699f6d42f8e9d52141fc688bb77273c761e99828419b49e9f0631a1f58,trojan,2019-10-08 09:49:44+00:00,upatre
de6201ad60c800389fc95e16bc185a33f33d24784eda3b8f3b25152c9c056dce,trojan,2019-10-08 10:22:05+00:00,upatre
c0e1324a835bf03c4dd996e674cb35dc10bb31181288d3899b03882f41601452,trojan,2019-10-08 10:26:28+00:00,upatre
8cd8fb5e59389f609eeabe4d2654514299fb00134720740be44c6af40d8bec26,trojan,2019-10-08 10:59:34+00:00,upatre
6dd260a88310b2c070ecca4b79d53454ffe15299af1a420079d982057d2dc0ec,downloader,2019-10-08 11:13:17+00:00,upatre
87d3f6f3417702ccb5424df7d20c99d8b878306b634d8cb1cf889e59ce29ec18,trojan,2019-10-09 10:21:11+00:00,upatre
03f13804c6cfb27ba917e261774a97857c2a25643e211fbe4954d3d63dc6c17c,trojan,2019-10-09 10:34:54+00:00,upatre
9da495e86fdaf297ac00b897b7786fad6d2dd46f2a7763bfcc61ceb3404c28e4,downloader,2019-10-09 12:23:31+00:00,upatre
140603c126166355abffd0bc25e184f59f7a798340445e890561db4cd2c875be,trojan,2019-10-10 10:55:25+00:00,upatre
1faf8a738f30efc0cd7e689bdc54561806ba627275ac61b7b095f74827d9ac59,trojan,2019-10-10 11:02:07+00:00,upatre
561662a2433be12b457df7a687ec4044f2fd606060aac0353cdb72f6a4ed95de,trojan,2019-10-10 11:02:23+00:00,upatre
