sha,category,timestamp,family
f6e93887afd0d25f57b577a2584302b547d2b5a6b765818eb7baa0aa34030df7,trojan,2019-08-30 23:09:29+00:00,musecador
3c4b8fc83d9a39bf11c6b2bccdec12c9e502446a6fed45c4b98899a18bbf5572,trojan,2019-09-07 23:25:57+00:00,musecador
aaa17dfa7242f7e4dd38c563da228dbee02853c62e73562b10876fb95c4fa95b,trojan,2019-09-13 22:43:45+00:00,musecador
a4b0555b44bad2f6d8e11f1f67931663410e246c741630e42d337123c9c95751,trojan,2019-09-14 23:00:04+00:00,musecador
c14d737151853472c797775e1e946057269936ab4b32feb7821329d026155328,trojan,2019-09-17 22:16:31+00:00,musecador
01e4546c4b94dfc22ec73fa0f14360d1b973abf1469c8b6e6860c3c3f5518ad3,trojan,2019-10-01 10:20:34+00:00,musecador
d3e1f63d82c91c387a8c25de2d13011daf11e4aaa9835094475b894de3b21263,trojan,2019-10-06 12:11:29+00:00,musecador
cc7e9551c6c13653fcaa7e6483db9b0988b29a12c69dd344c8f6f50305288ce1,trojan,2019-10-08 10:05:13+00:00,musecador
caf1d669401aa7c00756bcb1712d7bcb770a2efb3c35b813bf09134516b168e7,trojan,2019-10-09 11:13:53+00:00,musecador
2713673e6ea4c040795b24f0cbd43077b36510068bd2613856db45b766861895,trojan,2019-10-18 09:40:10+00:00,musecador
97e64ccbb8438a131e22af27a04f142edcab33a9d07e1df3187efb4d9400d288,trojan,2019-10-18 10:22:23+00:00,musecador
8a944b1d9af322c86860d30f432877795d8f15a98a632129ed514913d8c3b3cb,trojan,2019-10-19 11:01:53+00:00,musecador
768edba749e0ad4341228919fc3039ee4562605042ca4b32c9446d1dd9333c3a,trojan,2019-10-24 10:05:56+00:00,musecador
44db11aefacf588b032f78170b5aac38f68773721dd4729112a3ba501c3e8fa8,trojan,2019-10-25 10:06:29+00:00,musecador
09ed64f2f3499cf238877fe316112646fd0bc837b1c33b3e8c495abafa2dec01,trojan,2019-10-28 10:57:25+00:00,musecador
