sha,category,timestamp,family
e4a0db101f3e61e8495018927086c9d122081ecb172c093a567101ccce8a006d,worm,2019-08-29 10:24:27+00:00,small
33549f4a0b8c2b78751d2e743b3652742f3e4019dffaee18c6604d36eb546749,trojan,2019-08-29 10:46:06+00:00,small
015ce1b5107d8566f35ac13726726571ca02eef2eafb5ea571db5ccf85283841,trojan,2019-08-29 10:46:57+00:00,small
37d510ee88a24650f6c8560612526334b307a1687cf795a99e791e79419253e1,trojan,2019-08-29 10:50:01+00:00,small
a706b1e2eeed905c5c8ae467c8b7a32dfed9b3795973c9f1c5cdd70ffc29785b,trojan,2019-08-29 11:01:27+00:00,small
6a6e27cd9c9c0791bb65b87e58ae110e0d177bd0dd80692cee103c7320b40364,trojan,2019-08-29 11:01:50+00:00,small
6048cdee324228dff00eff64d32b6262d9385a665eac9a17d8c7c442ea108de7,trojan,2019-08-29 11:04:19+00:00,small
907c0fe1478bebb36a389acec618989136858d394a436d198eea9281ac8e6d65,trojan,2019-08-29 11:44:20+00:00,small
75684af53f8a46361385c08bc1da9a9a8b70eb2264b46cac07b46d09bee15d4c,trojan,2019-08-30 23:35:35+00:00,small
6267e0fa3f8d877d298fc6aa16edbcca84777fb21c2d2bd3916c71a4ed4f84bd,trojan,2019-08-31 21:15:31+00:00,small
62434df824171dc257b8187922308d6c65360e234e79f6240560639e7066ec3b,trojan,2019-09-05 21:33:40+00:00,small
9c85334951976657ea6d5ecf32af9d9086103c91a44c94423500b399c0bb9d8c,trojan,2019-09-07 23:06:56+00:00,small
4ad2c7c5b8d645ac16f87db4367d87ba4f612eed63a3fe69ac61397c86e5e249,trojan,2019-09-07 23:17:21+00:00,small
964c4a6fff9655994889887ce8f2180057ec6bcee3b2f8f62da07e307abbe994,worm,2019-09-07 23:25:54+00:00,small
d95c5e635b6df733a0c13314af65204fc66003782a01752aa6797b50f9de3bd9,worm,2019-09-07 23:30:37+00:00,small
e2218339f279545e3ce7a3332376da8c89dafd82db48fe5e9c32778bf40e14e3,worm,2019-09-08 21:57:27+00:00,small
6c70dc652f0c83cb005db4b0b12b9eb35d928830b303e42078b52bd7a077b921,trojan,2019-09-08 22:49:03+00:00,small
b58a389a111c108269db346cea65587bc6156b0b466c5b62b0a2aae922c655b4,trojan,2019-09-08 22:58:21+00:00,small
fa1a1d3e14c3ae537a83a21ac700da72241d31e9f441dfcb0e64217c43a6750d,trojan,2019-09-08 23:03:03+00:00,small
f375b3be26d4bf1fbcb72f2f067a04b5d9e5be2d02fb9260d3309e8980ae8ae7,backdoor,2019-09-08 23:25:04+00:00,small
fb78d51c0b14d918c3c3faf1bedf391ed68c7ea801e5197287821837ded20a08,trojan,2019-09-08 23:33:05+00:00,small
924f251bac4d6d7ee7609c9db9d72044c29201da395d5b1f3a0b10d7bd9c11c9,trojan,2019-09-08 23:37:21+00:00,small
e7ad36622975df01ef6b4ca2bde0f66aec7da71e7fd34b846400c061342e0534,worm,2019-09-08 23:42:12+00:00,small
0edeb3c7f1df72ff30f3029c1543f1dadc6fc25e5e4f56d0893296ec897aaf35,worm,2019-09-12 22:04:50+00:00,small
4bb1dc4bc7d318cbfbbcf454ff3c7b5cf11e1af4d4aac718f5720fdc5b95fe7d,trojan,2019-09-12 22:07:44+00:00,small
bb67567fc2832f19d73d0dae8f9a06772b94a7da4e90298fbacf11e8bbc55a1d,trojan,2019-09-12 22:10:28+00:00,small
6b28b04e6a5f49c693585d9f9ce746a0ab083e483d1f0243d69543f58b9ada56,trojan,2019-09-12 22:18:30+00:00,small
20ec1dca9168d2e348420e91e5f7437f7513723874dc703dcb852143e9d85338,trojan,2019-09-12 22:30:46+00:00,small
f8b168112f3e0c6ecf79adfef02352c780f6bbfe31f66a86e76ec942814fc4d1,trojan,2019-09-12 22:43:22+00:00,small
3ac5ca8cb9f25f092c0133e748a3ce8af6e649fed9d881bf26550ccb9df09626,trojan,2019-09-12 22:43:40+00:00,small
beb12996ddf87b42aef09d081c0cba4a37688cf3dd28a3aab50f57960422a6d3,trojan,2019-09-14 21:58:44+00:00,small
bbb5c33749e982190976ce2c5e5b73939df4aa9b2df9638ecc85f69092d3babe,trojan,2019-09-14 22:14:30+00:00,small
f582f572445d10821350cc808fcf9feda2f2a2bfe605a66fb58e563f57d75a2f,trojan,2019-09-14 22:19:30+00:00,small
123157e96389c309f91a37fb0dbbe8d34412cf097f6bc893003176a097d88d18,trojan,2019-09-15 23:07:41+00:00,small
0e7df662f445cd4bf2e46ad58306b38160f9bd5e84b5afaaa9857fa8cf021ff8,trojan,2019-09-16 22:44:08+00:00,small
ca0adc94775cdfa8cedcf0254cfe1e786e478e96cab7f07b6512329b1b478615,worm,2019-09-16 22:51:36+00:00,small
