sha,category,timestamp,family
a940d38e276d45a17750fcd256c3cfa1bd3b3e6b04b16ae92687d3a875c15128,trojan,2019-09-02 21:40:07+00:00,dinwod
473a76656e4d492b1517152323783ae2adb1f60b1c6fc322bb3e1d73475b1b42,trojan,2019-09-02 21:40:32+00:00,dinwod
1785e4f9e3f3f9e821108329e27b8bd5058a573985d1b9ae7f03c5bd2721cbef,trojan,2019-09-02 21:45:15+00:00,dinwod
5e865dc04e74f4ae459e783c5906455c8e27470084ddcc752ec97c44159526c4,trojan,2019-09-02 22:02:11+00:00,dinwod
0a8fb4df8207e801c02d5c07ea92075e9a4b20b9723342d11f6d19020930e20a,dropper,2019-09-02 22:11:58+00:00,dinwod
638c7c57c40320f065ef4e9063dbf1293655b0c0c36b2d2498fd6ae5a24df5e3,trojan,2019-09-02 23:08:22+00:00,dinwod
68bb9c2624884a336373cc1ec3b5a430d9b47cf7f6d99717e50a2e5e3218eb3c,trojan,2019-09-02 23:50:38+00:00,dinwod
2900b6a31df4cfcbe68db692cdba3b9f330b8ad1f7297ecd95417c7f8120424d,dropper,2019-09-03 17:51:03+00:00,dinwod
cca788c43b85e77d3666dcebf942fbceadac21ccd3ada27c654e32d6259de09b,trojan,2019-09-03 17:58:28+00:00,dinwod
97ac4a5f1d9b9147307eefd6ec9c4d7c3854ab51c4fa0335698fced4c04dcbc3,trojan,2019-09-03 22:26:10+00:00,dinwod
d9d3b569a4b188e41706efca16f8db978782b2b080f4252431c996fa39bcda16,dropper,2019-09-04 20:34:45+00:00,dinwod
49aea0c0e1f4473b46415a105ca377599e452634386d4819defc078f1518312f,dropper,2019-09-04 20:39:34+00:00,dinwod
00abf1399d7227076ea83720b3357e739ac64632f7bf95a4476efc65be0c2df6,trojan,2019-09-04 20:59:27+00:00,dinwod
f2a3dbe82ed33861ea30f5733d3bf40e90a6948947c16a16e3efdda132de2759,trojan,2019-09-04 21:11:38+00:00,dinwod
5cf30ad6ee8e57ca53ebbd4c3cffb392d0948c49d839628cf1517636c38afda4,trojan,2019-09-06 21:31:57+00:00,dinwod
4344626c06fb7a1f49955e6ec488de578a446bf035b995b91305c8f590d533c7,trojan,2019-09-27 12:01:21+00:00,dinwod
566645419828bc0b0922d0f66899fa2f83d0b694fc4a76b629e109cee3107145,trojan,2019-09-27 12:03:13+00:00,dinwod
4c267b068df128d75e50e8314a5aa915e84c1689b2c37d00fffe7ec53bf3fc43,trojan,2019-09-27 12:28:36+00:00,dinwod
7280e31f900c572e9c93bd168b8cae165145508d61e4155e79f7a6f7bf66659b,trojan,2019-09-27 12:44:19+00:00,dinwod
dec6323b1ef1159283418fbc26739696d4b22bcf58b2bd925c62bc874f7454f7,trojan,2019-09-27 12:47:24+00:00,dinwod
f11e7510497a42949fb355074031882c7fa7e2bb2b80a0680a26f7c087c82e7f,trojan,2019-09-27 12:47:38+00:00,dinwod
0b010fc53599ef2b4ef6fe2e0318c70b2a37307911c3a584090e6440ae4f9439,trojan,2019-09-27 12:52:28+00:00,dinwod
75dca6781223f09fc24fc7b3358b50de1abe82dc78b03bac51719f5962e1e06c,trojan,2019-10-01 08:58:32+00:00,dinwod
